location,Year,Month,Value Column Name,Value,Last Updated,Source,ir_comments
"Iceland","2021","March","% death","0","","Visual Measure",""
"Iceland","2021","April","new_cases","157","","Native",""
"Iceland","2021","April","new_deaths","0","","Native",""
"Iceland","2021","April","% death","0","","Visual Measure",""
"Central African Republic","2020","January","new_cases",,"","Native",""
"Central African Republic","2020","January","new_deaths",,"","Native",""
"Central African Republic","2020","January","% death","","","Visual Measure",""
"Central African Republic","2020","February","new_cases",,"","Native",""
"Central African Republic","2020","February","new_deaths",,"","Native",""
"Central African Republic","2020","February","% death","","","Visual Measure",""
"Central African Republic","2020","March","new_cases","3","","Native",""
"Central African Republic","2020","March","new_deaths",,"","Native",""
"Central African Republic","2020","March","% death","0","","Visual Measure",""
"Central African Republic","2020","April","new_cases","47","","Native",""
"Central African Republic","2020","April","new_deaths",,"","Native",""
"Central African Republic","2020","April","% death","0","","Visual Measure",""
"Central African Republic","2020","May","new_cases","961","","Native",""
"Central African Republic","2020","May","new_deaths","2","","Native",""
"Central African Republic","2020","May","% death","0.002081165452653486","","Visual Measure",""
"Central African Republic","2020","June","new_cases","2734","","Native",""
"Central African Republic","2020","June","new_deaths","45","","Native",""
"Central African Republic","2020","June","% death","0.01645940014630578","","Visual Measure",""
"Central African Republic","2020","July","new_cases","863","","Native",""
"Central African Republic","2020","July","new_deaths","12","","Native",""
"Central African Republic","2020","July","% death","0.013904982618771726","","Visual Measure",""
"Central African Republic","2020","August","new_cases","103","","Native",""
"Central African Republic","2020","August","new_deaths","3","","Native",""
"Central African Republic","2020","August","% death","0.02912621359223301","","Visual Measure",""
"Central African Republic","2020","September","new_cases","118","","Native",""
"Central African Republic","2020","September","new_deaths","0","","Native",""
"Central African Republic","2020","September","% death","0","","Visual Measure",""
"Central African Republic","2020","October","new_cases","37","","Native",""
"Central African Republic","2020","October","new_deaths","0","","Native",""
"Central African Republic","2020","October","% death","0","","Visual Measure",""
"Central African Republic","2020","November","new_cases","47","","Native",""
"Central African Republic","2020","November","new_deaths","1","","Native",""
"Central African Republic","2020","November","% death","0.02127659574468085","","Visual Measure",""
"Central African Republic","2020","December","new_cases","50","","Native",""
"Central African Republic","2020","December","new_deaths","0","","Native",""
"Central African Republic","2020","December","% death","0","","Visual Measure",""
"Central African Republic","2021","January","new_cases","18","","Native",""
"Central African Republic","2021","January","new_deaths","0","","Native",""
"Central African Republic","2021","January","% death","0","","Visual Measure",""
"Central African Republic","2021","February","new_cases","23","","Native",""
"Central African Republic","2021","February","new_deaths","0","","Native",""
"Central African Republic","2021","February","% death","0","","Visual Measure",""
"Central African Republic","2021","March","new_cases","157","","Native",""
"Central African Republic","2021","March","new_deaths","4","","Native",""
"Central African Republic","2021","March","% death","0.025477707006369428","","Visual Measure",""
"Central African Republic","2021","April","new_cases","1014","","Native",""
"Central African Republic","2021","April","new_deaths","18","","Native",""
"Central African Republic","2021","April","% death","0.01775147928994083","","Visual Measure",""
"Yemen","2020","January","new_cases",,"","Native",""
"Yemen","2020","January","new_deaths",,"","Native",""
"Yemen","2020","January","% death","","","Visual Measure",""
"Yemen","2020","February","new_cases",,"","Native",""
"Yemen","2020","February","new_deaths",,"","Native",""
"Yemen","2020","February","% death","","","Visual Measure",""
"Yemen","2020","March","new_cases",,"","Native",""
"Yemen","2020","March","new_deaths",,"","Native",""
"Yemen","2020","March","% death","","","Visual Measure",""
"Yemen","2020","April","new_cases","6","","Native",""
"Yemen","2020","April","new_deaths","2","","Native",""
"Yemen","2020","April","% death","0.3333333333333333","","Visual Measure",""
"Yemen","2020","May","new_cases","317","","Native",""
"Yemen","2020","May","new_deaths","78","","Native",""
"Yemen","2020","May","% death","0.24605678233438485","","Visual Measure",""
"Yemen","2020","June","new_cases","835","","Native",""
"Yemen","2020","June","new_deaths","232","","Native",""
"Yemen","2020","June","% death","0.2778443113772455","","Visual Measure",""
"Yemen","2020","July","new_cases","570","","Native",""
"Yemen","2020","July","new_deaths","181","","Native",""
"Yemen","2020","July","% death","0.3175438596491228","","Visual Measure",""
"Yemen","2020","August","new_cases","230","","Native",""
"Yemen","2020","August","new_deaths","73","","Native",""
"Yemen","2020","August","% death","0.3173913043478261","","Visual Measure",""
"Yemen","2020","September","new_cases","76","","Native",""
"Yemen","2020","September","new_deaths","21","","Native",""
"Yemen","2020","September","% death","0.27631578947368424","","Visual Measure",""
"Yemen","2020","October","new_cases","29","","Native",""
"Yemen","2020","October","new_deaths","12","","Native",""
"Yemen","2020","October","% death","0.41379310344827586","","Visual Measure",""
"Yemen","2020","November","new_cases","14","","Native",""
"Yemen","2020","November","new_deaths","6","","Native",""
"Yemen","2020","November","% death","0.42857142857142855","","Visual Measure",""
"Yemen","2020","December","new_cases","22","","Native",""
"Yemen","2020","December","new_deaths","5","","Native",""
"Yemen","2020","December","% death","0.22727272727272727","","Visual Measure",""
"Yemen","2021","January","new_cases","22","","Native",""
"Yemen","2021","January","new_deaths","5","","Native",""
"Yemen","2021","January","% death","0.22727272727272727","","Visual Measure",""
"Yemen","2021","February","new_cases","164","","Native",""
"Yemen","2021","February","new_deaths","19","","Native",""
"Yemen","2021","February","% death","0.11585365853658537","","Visual Measure",""
"Yemen","2021","March","new_cases","2072","","Native",""
"Yemen","2021","March","new_deaths","254","","Native",""
"Yemen","2021","March","% death","0.12258687258687259","","Visual Measure",""
"Yemen","2021","April","new_cases","1603","","Native",""
"Yemen","2021","April","new_deaths","259","","Native",""
"Yemen","2021","April","% death","0.1615720524017467","","Visual Measure",""
"Gambia","2020","January","new_cases",,"","Native",""
"Gambia","2020","January","new_deaths",,"","Native",""
"Gambia","2020","January","% death","","","Visual Measure",""
"Gambia","2020","February","new_cases",,"","Native",""
"Gambia","2020","February","new_deaths",,"","Native",""
"Gambia","2020","February","% death","","","Visual Measure",""
"Gambia","2020","March","new_cases","4","","Native",""
"Gambia","2020","March","new_deaths","1","","Native",""
"Gambia","2020","March","% death","0.25","","Visual Measure",""
"Gambia","2020","April","new_cases","7","","Native",""
"Gambia","2020","April","new_deaths","0","","Native",""
"Gambia","2020","April","% death","0","","Visual Measure",""
"Gambia","2020","May","new_cases","14","","Native",""
"Gambia","2020","May","new_deaths","0","","Native",""
"Gambia","2020","May","% death","0","","Visual Measure",""
"Gambia","2020","June","new_cases","24","","Native",""
"Gambia","2020","June","new_deaths","1","","Native",""
"Gambia","2020","June","% death","0.041666666666666664","","Visual Measure",""
"Gambia","2020","July","new_cases","449","","Native",""
"Gambia","2020","July","new_deaths","7","","Native",""
"Gambia","2020","July","% death","0.015590200445434299","","Visual Measure",""
"Gambia","2020","August","new_cases","2465","","Native",""
"Gambia","2020","August","new_deaths","87","","Native",""
"Gambia","2020","August","% death","0.03529411764705882","","Visual Measure",""
"Gambia","2020","September","new_cases","616","","Native",""
"Gambia","2020","September","new_deaths","16","","Native",""
"Gambia","2020","September","% death","0.025974025974025976","","Visual Measure",""
"Gambia","2020","October","new_cases","93","","Native",""
"Gambia","2020","October","new_deaths","7","","Native",""
"Gambia","2020","October","% death","0.07526881720430108","","Visual Measure",""
"Gambia","2020","November","new_cases","70","","Native",""
"Gambia","2020","November","new_deaths","4","","Native",""
"Gambia","2020","November","% death","0.05714285714285714","","Visual Measure",""
"Gambia","2020","December","new_cases","55","","Native",""
"Gambia","2020","December","new_deaths","1","","Native",""
"Gambia","2020","December","% death","0.01818181818181818","","Visual Measure",""
"Gambia","2021","January","new_cases","293","","Native",""
"Gambia","2021","January","new_deaths","4","","Native",""
"Gambia","2021","January","% death","0.013651877133105802","","Visual Measure",""
"Gambia","2021","February","new_cases","622","","Native",""
"Gambia","2021","February","new_deaths","22","","Native",""
"Gambia","2021","February","% death","0.03536977491961415","","Visual Measure",""
"Gambia","2021","March","new_cases","747","","Native",""
"Gambia","2021","March","new_deaths","15","","Native",""
"Gambia","2021","March","% death","0.020080321285140562","","Visual Measure",""
"Gambia","2021","April","new_cases","329","","Native",""
"Gambia","2021","April","new_deaths","6","","Native",""
"Gambia","2021","April","% death","0.0182370820668693","","Visual Measure",""
"Niger","2020","January","new_cases",,"","Native",""
"Niger","2020","January","new_deaths",,"","Native",""
"Niger","2020","January","% death","","","Visual Measure",""
"Niger","2020","February","new_cases",,"","Native",""
"Niger","2020","February","new_deaths",,"","Native",""
"Niger","2020","February","% death","","","Visual Measure",""
"Niger","2020","March","new_cases","27","","Native",""
"Niger","2020","March","new_deaths","3","","Native",""
"Niger","2020","March","% death","0.1111111111111111","","Visual Measure",""
"Niger","2020","April","new_cases","692","","Native",""
"Niger","2020","April","new_deaths","29","","Native",""
"Niger","2020","April","% death","0.04190751445086705","","Visual Measure",""
"Niger","2020","May","new_cases","239","","Native",""
"Niger","2020","May","new_deaths","32","","Native",""
"Niger","2020","May","% death","0.13389121338912133","","Visual Measure",""
"Niger","2020","June","new_cases","117","","Native",""
"Niger","2020","June","new_deaths","3","","Native",""
"Niger","2020","June","% death","0.02564102564102564","","Visual Measure",""
"Niger","2020","July","new_cases","59","","Native",""
"Niger","2020","July","new_deaths","2","","Native",""
